NOC,INDICATOR,SUBJECT,MEASURE,FREQUENCY,Year,Value,Flag Codes
IND,POP,MEN,MLN_PER,A,2008,624.720983,
IND,POP,MEN,MLN_PER,A,2009,633.583576,
IND,POP,MEN,MLN_PER,A,2010,642.164181,
IND,POP,MEN,MLN_PER,A,2011,650.436593,
IND,POP,MEN,MLN_PER,A,2012,658.420351,
IND,POP,MEN,MLN_PER,A,2013,666.165661,
IND,POP,MEN,MLN_PER,A,2014,673.74777,
IND,POP,MEN,MLN_PER,A,2015,681.223332,
IND,POP,MEN,MLN_PER,A,2016,688.604687,
IND,POP,MEN,MLN_PER,A,2017,695.880522,
IND,POP,MEN,MLN_PER,A,2018,703.05558,
IND,POP,MEN,MLN_PER,A,2019,710.129572,
IND,POP,MEN,MLN_PER,A,2020,717.10097,
IND,POP,WOMEN,MLN_PER,A,1950,183217.102,
IND,POP,WOMEN,MLN_PER,A,1951,186055.904,
IND,POP,WOMEN,MLN_PER,A,1952,189065.132,
IND,POP,WOMEN,MLN_PER,A,1953,192224.269,
IND,POP,WOMEN,MLN_PER,A,1954,195518.7,
IND,POP,WOMEN,MLN_PER,A,1955,198939.781,
IND,POP,WOMEN,MLN_PER,A,1956,202485.038,
IND,POP,WOMEN,MLN_PER,A,1957,206157.953,
IND,POP,WOMEN,MLN_PER,A,1958,209967.093,
IND,POP,WOMEN,MLN_PER,A,1959,213924.774,
IND,POP,WOMEN,MLN_PER,A,1960,218042.936,
IND,POP,WOMEN,MLN_PER,A,1961,222328.744,
IND,POP,WOMEN,MLN_PER,A,1962,226780.736,
IND,POP,WOMEN,MLN_PER,A,1963,231387.194,
IND,POP,WOMEN,MLN_PER,A,1964,236130.821,
IND,POP,WOMEN,MLN_PER,A,1965,241002.419,
IND,POP,WOMEN,MLN_PER,A,1966,245993.503,
IND,POP,WOMEN,MLN_PER,A,1967,251117.415,
IND,POP,WOMEN,MLN_PER,A,1968,256412.988,
IND,POP,WOMEN,MLN_PER,A,1969,261932.71,
IND,POP,WOMEN,MLN_PER,A,1970,267712.747,
IND,POP,WOMEN,MLN_PER,A,1971,273769.666,
IND,POP,WOMEN,MLN_PER,A,1972,280088.829,
IND,POP,WOMEN,MLN_PER,A,1973,286636.581,
IND,POP,WOMEN,MLN_PER,A,1974,293362.996,
IND,POP,WOMEN,MLN_PER,A,1975,300231.625,
IND,POP,WOMEN,MLN_PER,A,1976,307224.284,
IND,POP,WOMEN,MLN_PER,A,1977,314349.661,
IND,POP,WOMEN,MLN_PER,A,1978,321629.374,
IND,POP,WOMEN,MLN_PER,A,1979,329097.301,
IND,POP,WOMEN,MLN_PER,A,1980,336773.402,
IND,POP,WOMEN,MLN_PER,A,1981,344660.922,
IND,POP,WOMEN,MLN_PER,A,1982,352736.215,
IND,POP,WOMEN,MLN_PER,A,1983,360959.428,
IND,POP,WOMEN,MLN_PER,A,1984,369276.873,
IND,POP,WOMEN,MLN_PER,A,1985,377646.92,
IND,POP,WOMEN,MLN_PER,A,1986,386054.08,
IND,POP,WOMEN,MLN_PER,A,1987,394498.85,
IND,POP,WOMEN,MLN_PER,A,1988,402975.463,
IND,POP,WOMEN,MLN_PER,A,1989,411482.898,
IND,POP,WOMEN,MLN_PER,A,1990,420020.42,
IND,POP,WOMEN,MLN_PER,A,1991,428576.053,
IND,POP,WOMEN,MLN_PER,A,1992,437144.412,
IND,POP,WOMEN,MLN_PER,A,1993,445740.103,
IND,POP,WOMEN,MLN_PER,A,1994,454384.941,
IND,POP,WOMEN,MLN_PER,A,1995,463091.988,
IND,POP,WOMEN,MLN_PER,A,1996,471862.701,
IND,POP,WOMEN,MLN_PER,A,1997,480682.702,
IND,POP,WOMEN,MLN_PER,A,1998,489529.547,
IND,POP,WOMEN,MLN_PER,A,1999,498372.774,
IND,POP,WOMEN,MLN_PER,A,2000,507187.684,
IND,POP,WOMEN,MLN_PER,A,2001,515957.249,
IND,POP,WOMEN,MLN_PER,A,2002,524676.537,
IND,POP,WOMEN,MLN_PER,A,2003,533346.647,
IND,POP,WOMEN,MLN_PER,A,2004,541973.982,
IND,POP,WOMEN,MLN_PER,A,2005,550557.711,
IND,POP,WOMEN,MLN_PER,A,2006,559099.816,
IND,POP,WOMEN,MLN_PER,A,2007,567579.951,
IND,POP,WOMEN,MLN_PER,A,2008,575948.779,
IND,POP,WOMEN,MLN_PER,A,2009,584142.641,
IND,POP,WOMEN,MLN_PER,A,2010,592116.982,
IND,POP,WOMEN,MLN_PER,A,2011,599851.346,
IND,POP,WOMEN,MLN_PER,A,2012,607359.892,
IND,POP,WOMEN,MLN_PER,A,2013,614676.458,
IND,POP,WOMEN,MLN_PER,A,2014,621852.998,
IND,POP,WOMEN,MLN_PER,A,2015,628929.06,
IND,POP,WOMEN,MLN_PER,A,2016,635912.563,
IND,POP,WOMEN,MLN_PER,A,2017,642796.257,
IND,POP,WOMEN,MLN_PER,A,2018,649586.703,
IND,POP,WOMEN,MLN_PER,A,2019,656288.184,
IND,POP,WOMEN,MLN_PER,A,2020,662903.415,
IDN,POP,MEN,MLN_PER,A,1950,34.497215,
IDN,POP,MEN,MLN_PER,A,1951,35.140895,
IDN,POP,MEN,MLN_PER,A,1952,35.847204,
IDN,POP,MEN,MLN_PER,A,1953,36.616589,
IDN,POP,MEN,MLN_PER,A,1954,37.448493,
IDN,POP,MEN,MLN_PER,A,1955,38.341405,
IDN,POP,MEN,MLN_PER,A,1956,39.292758,
IDN,POP,MEN,MLN_PER,A,1957,40.299,
IDN,POP,MEN,MLN_PER,A,1958,41.35577,
IDN,POP,MEN,MLN_PER,A,1959,42.458229,
IDN,POP,MEN,MLN_PER,A,1960,43.601932,
IDN,POP,MEN,MLN_PER,A,1961,44.783805,
IDN,POP,MEN,MLN_PER,A,1962,46.003,
IDN,POP,MEN,MLN_PER,A,1963,47.261266,
IDN,POP,MEN,MLN_PER,A,1964,48.561885,
IDN,POP,MEN,MLN_PER,A,1965,49.906685,
IDN,POP,MEN,MLN_PER,A,1966,51.295045,
IDN,POP,MEN,MLN_PER,A,1967,52.723891,
IDN,POP,MEN,MLN_PER,A,1968,54.189619,
IDN,POP,MEN,MLN_PER,A,1969,55.687586,
IDN,POP,MEN,MLN_PER,A,1970,57.213871,
IDN,POP,MEN,MLN_PER,A,1971,58.766662,
IDN,POP,MEN,MLN_PER,A,1972,60.344831,
IDN,POP,MEN,MLN_PER,A,1973,61.945914,
IDN,POP,MEN,MLN_PER,A,1974,63.567425,
IDN,POP,MEN,MLN_PER,A,1975,65.207342,
IDN,POP,MEN,MLN_PER,A,1976,66.862448,
IDN,POP,MEN,MLN_PER,A,1977,68.531529,
IDN,POP,MEN,MLN_PER,A,1978,70.216852,
IDN,POP,MEN,MLN_PER,A,1979,71.922157,
IDN,POP,MEN,MLN_PER,A,1980,73.649139,
IDN,POP,MEN,MLN_PER,A,1981,75.39552,
IDN,POP,MEN,MLN_PER,A,1982,77.156412,
IDN,POP,MEN,MLN_PER,A,1983,78.927367,
IDN,POP,MEN,MLN_PER,A,1984,80.702844,
IDN,POP,MEN,MLN_PER,A,1985,82.476907,
IDN,POP,MEN,MLN_PER,A,1986,84.250427,
IDN,POP,MEN,MLN_PER,A,1987,86.018595,
IDN,POP,MEN,MLN_PER,A,1988,87.763163,
IDN,POP,MEN,MLN_PER,A,1989,89.46091,
IDN,POP,MEN,MLN_PER,A,1990,91.096365,
IDN,POP,MEN,MLN_PER,A,1991,92.662322,
IDN,POP,MEN,MLN_PER,A,1992,94.166214,
IDN,POP,MEN,MLN_PER,A,1993,95.625786,
IDN,POP,MEN,MLN_PER,A,1994,97.066954,
IDN,POP,MEN,MLN_PER,A,1995,98.50983,
IDN,POP,MEN,MLN_PER,A,1996,99.960472,
IDN,POP,MEN,MLN_PER,A,1997,101.417352,
IDN,POP,MEN,MLN_PER,A,1998,102.883961,
IDN,POP,MEN,MLN_PER,A,1999,104.362179,
IDN,POP,MEN,MLN_PER,A,2000,105.853827,
IDN,POP,MEN,MLN_PER,A,2001,107.361267,
IDN,POP,MEN,MLN_PER,A,2002,108.887177,
IDN,POP,MEN,MLN_PER,A,2003,110.433476,
IDN,POP,MEN,MLN_PER,A,2004,112.001701,
IDN,POP,MEN,MLN_PER,A,2005,113.592387,
IDN,POP,MEN,MLN_PER,A,2006,115.204868,
IDN,POP,MEN,MLN_PER,A,2007,116.837197,
IDN,POP,MEN,MLN_PER,A,2008,118.486533,
IDN,POP,MEN,MLN_PER,A,2009,120.149067,
IDN,POP,MEN,MLN_PER,A,2010,121.820505,
IDN,POP,MEN,MLN_PER,A,2011,123.499269,
IDN,POP,MEN,MLN_PER,A,2012,125.181058,
IDN,POP,MEN,MLN_PER,A,2013,126.855422,
IDN,POP,MEN,MLN_PER,A,2014,128.509365,
IDN,POP,MEN,MLN_PER,A,2015,128.4834,
IDN,POP,MEN,MLN_PER,A,2016,129.9102,
IDN,POP,MEN,MLN_PER,A,2017,131.3106,
IDN,POP,MEN,MLN_PER,A,2018,132.683,
IDN,POP,MEN,MLN_PER,A,2019,134.0256,
IDN,POP,MEN,MLN_PER,A,2020,135.337,
IDN,POP,WOMEN,MLN_PER,A,1950,35046.106,
IDN,POP,WOMEN,MLN_PER,A,1951,35708.548,
IDN,POP,WOMEN,MLN_PER,A,1952,36427.425,
IDN,POP,WOMEN,MLN_PER,A,1953,37204.255,
IDN,POP,WOMEN,MLN_PER,A,1954,38039.395,
IDN,POP,WOMEN,MLN_PER,A,1955,38932.022,
IDN,POP,WOMEN,MLN_PER,A,1956,39880.042,
IDN,POP,WOMEN,MLN_PER,A,1957,40880.211,
IDN,POP,WOMEN,MLN_PER,A,1958,41928.281,
IDN,POP,WOMEN,MLN_PER,A,1959,43019.399,
IDN,POP,WOMEN,MLN_PER,A,1960,44149.134,
IDN,POP,WOMEN,MLN_PER,A,1961,45314.591,
IDN,POP,WOMEN,MLN_PER,A,1962,46515.373,
IDN,POP,WOMEN,MLN_PER,A,1963,47754.029,
IDN,POP,WOMEN,MLN_PER,A,1964,49034.843,
IDN,POP,WOMEN,MLN_PER,A,1965,50360.385,
IDN,POP,WOMEN,MLN_PER,A,1966,51730.378,
IDN,POP,WOMEN,MLN_PER,A,1967,53141.685,
IDN,POP,WOMEN,MLN_PER,A,1968,54590.307,
IDN,POP,WOMEN,MLN_PER,A,1969,56070.98,
IDN,POP,WOMEN,MLN_PER,A,1970,57579.308,
IDN,POP,WOMEN,MLN_PER,A,1971,59113.484,
IDN,POP,WOMEN,MLN_PER,A,1972,60672.485,
IDN,POP,WOMEN,MLN_PER,A,1973,62253.779,
IDN,POP,WOMEN,MLN_PER,A,1974,63854.773,
IDN,POP,WOMEN,MLN_PER,A,1975,65473.388,
IDN,POP,WOMEN,MLN_PER,A,1976,67104.492,
IDN,POP,WOMEN,MLN_PER,A,1977,68746.528,
IDN,POP,WOMEN,MLN_PER,A,1978,70404.879,
IDN,POP,WOMEN,MLN_PER,A,1979,72087.687,
IDN,POP,WOMEN,MLN_PER,A,1980,73798.695,
IDN,POP,WOMEN,MLN_PER,A,1981,75542.702,
IDN,POP,WOMEN,MLN_PER,A,1982,77311.823,
IDN,POP,WOMEN,MLN_PER,A,1983,79081.881,
IDN,POP,WOMEN,MLN_PER,A,1984,80820.509,
IDN,POP,WOMEN,MLN_PER,A,1985,82505.545,
IDN,POP,WOMEN,MLN_PER,A,1986,84123.86,
IDN,POP,WOMEN,MLN_PER,A,1987,85684.161,
IDN,POP,WOMEN,MLN_PER,A,1988,87212.79,
IDN,POP,WOMEN,MLN_PER,A,1989,88748.237,
IDN,POP,WOMEN,MLN_PER,A,1990,90317.033,
IDN,POP,WOMEN,MLN_PER,A,1991,91929.575,
IDN,POP,WOMEN,MLN_PER,A,1992,93573.572,
IDN,POP,WOMEN,MLN_PER,A,1993,95225.398,
IDN,POP,WOMEN,MLN_PER,A,1994,96850.504,
IDN,POP,WOMEN,MLN_PER,A,1995,98424.427,
IDN,POP,WOMEN,MLN_PER,A,1996,99940.759,
IDN,POP,WOMEN,MLN_PER,A,1997,101409.092,
IDN,POP,WOMEN,MLN_PER,A,1998,102840.636,
IDN,POP,WOMEN,MLN_PER,A,1999,104252.992,
IDN,POP,WOMEN,MLN_PER,A,2000,105659.995,
IDN,POP,WOMEN,MLN_PER,A,2001,107066.152,
IDN,POP,WOMEN,MLN_PER,A,2002,108470.613,
IDN,POP,WOMEN,MLN_PER,A,2003,109875.997,
IDN,POP,WOMEN,MLN_PER,A,2004,111283.965,
IDN,POP,WOMEN,MLN_PER,A,2005,112697.081,
IDN,POP,WOMEN,MLN_PER,A,2006,114113.394,
IDN,POP,WOMEN,MLN_PER,A,2007,115537.042,
IDN,POP,WOMEN,MLN_PER,A,2008,116983.222,
IDN,POP,WOMEN,MLN_PER,A,2009,118471.487,
IDN,POP,WOMEN,MLN_PER,A,2010,120013.721,
IDN,POP,WOMEN,MLN_PER,A,2011,121616.719,
IDN,POP,WOMEN,MLN_PER,A,2012,123270.656,
IDN,POP,WOMEN,MLN_PER,A,2013,124949.892,
IDN,POP,WOMEN,MLN_PER,A,2014,126618.711,
IDN,POP,WOMEN,MLN_PER,A,2015,127104.5,
IDN,POP,WOMEN,MLN_PER,A,2016,128586.3,
IDN,POP,WOMEN,MLN_PER,A,2017,130044.9,
IDN,POP,WOMEN,MLN_PER,A,2018,131478.7,
IDN,POP,WOMEN,MLN_PER,A,2019,132886.3,
IDN,POP,WOMEN,MLN_PER,A,2020,134266.4,
LTU,POP,MEN,MLN_PER,A,1950,1.157995,
LTU,POP,MEN,MLN_PER,A,1951,1.161948,
LTU,POP,MEN,MLN_PER,A,1952,1.168695,
LTU,POP,MEN,MLN_PER,A,1953,1.177567,
LTU,POP,MEN,MLN_PER,A,1954,1.188071,
LTU,POP,MEN,MLN_PER,A,1955,1.199855,
LTU,POP,MEN,MLN_PER,A,1956,1.212757,
LTU,POP,MEN,MLN_PER,A,1957,1.226757,
LTU,POP,MEN,MLN_PER,A,1958,1.24198,
LTU,POP,MEN,MLN_PER,A,1959,1.25864,
LTU,POP,MEN,MLN_PER,A,1960,1.276907,
LTU,POP,MEN,MLN_PER,A,1961,1.296776,
LTU,POP,MEN,MLN_PER,A,1962,1.317932,
LTU,POP,MEN,MLN_PER,A,1963,1.33971,
LTU,POP,MEN,MLN_PER,A,1964,1.361242,
LTU,POP,MEN,MLN_PER,A,1965,1.381886,
LTU,POP,MEN,MLN_PER,A,1966,1.401318,
LTU,POP,MEN,MLN_PER,A,1967,1.419648,
LTU,POP,MEN,MLN_PER,A,1968,1.437124,
LTU,POP,MEN,MLN_PER,A,1969,1.454224,
LTU,POP,MEN,MLN_PER,A,1970,1.473326,
LTU,POP,MEN,MLN_PER,A,1971,1.493348,
LTU,POP,MEN,MLN_PER,A,1972,1.510926,
LTU,POP,MEN,MLN_PER,A,1973,1.526491,
LTU,POP,MEN,MLN_PER,A,1974,1.541268,
LTU,POP,MEN,MLN_PER,A,1975,1.555075,
LTU,POP,MEN,MLN_PER,A,1976,1.568563,
LTU,POP,MEN,MLN_PER,A,1977,1.581727,
LTU,POP,MEN,MLN_PER,A,1978,1.593702,
LTU,POP,MEN,MLN_PER,A,1979,1.600853,
LTU,POP,MEN,MLN_PER,A,1980,1.606261,
LTU,POP,MEN,MLN_PER,A,1981,1.61534,
LTU,POP,MEN,MLN_PER,A,1982,1.626836,
LTU,POP,MEN,MLN_PER,A,1983,1.640236,
LTU,POP,MEN,MLN_PER,A,1984,1.654628,
LTU,POP,MEN,MLN_PER,A,1985,1.670019,
LTU,POP,MEN,MLN_PER,A,1986,1.687507,
LTU,POP,MEN,MLN_PER,A,1987,1.707444,
LTU,POP,MEN,MLN_PER,A,1988,1.728417,
LTU,POP,MEN,MLN_PER,A,1989,1.743213,
LTU,POP,MEN,MLN_PER,A,1990,1.749225,
LTU,POP,MEN,MLN_PER,A,1991,1.751869,
LTU,POP,MEN,MLN_PER,A,1992,1.749384,
LTU,POP,MEN,MLN_PER,A,1993,1.739689,
LTU,POP,MEN,MLN_PER,A,1994,1.72529,
LTU,POP,MEN,MLN_PER,A,1995,1.709387,
LTU,POP,MEN,MLN_PER,A,1996,1.693703,
LTU,POP,MEN,MLN_PER,A,1997,1.678748,
LTU,POP,MEN,MLN_PER,A,1998,1.664608,
LTU,POP,MEN,MLN_PER,A,1999,1.650931,
LTU,POP,MEN,MLN_PER,A,2000,1.637611,
LTU,POP,MEN,MLN_PER,A,2001,1.62224,
LTU,POP,MEN,MLN_PER,A,2002,1.607325,
LTU,POP,MEN,MLN_PER,A,2003,1.592559,
LTU,POP,MEN,MLN_PER,A,2004,1.57314,
LTU,POP,MEN,MLN_PER,A,2005,1.545363,
LTU,POP,MEN,MLN_PER,A,2006,1.517625,
LTU,POP,MEN,MLN_PER,A,2007,1.497108,
LTU,POP,MEN,MLN_PER,A,2008,1.480387,
LTU,POP,MEN,MLN_PER,A,2009,1.461774,
LTU,POP,MEN,MLN_PER,A,2010,1.428716,
LTU,POP,MEN,MLN_PER,A,2011,1.395367,
LTU,POP,MEN,MLN_PER,A,2012,1.376204,
LTU,POP,MEN,MLN_PER,A,2013,1.362444,
LTU,POP,MEN,MLN_PER,A,2014,1.351127,
LTU,POP,MEN,MLN_PER,A,2015,1.337929,
LTU,POP,MEN,MLN_PER,A,2016,1.320898,
LTU,POP,MEN,MLN_PER,A,2017,1.304736,
LTU,POP,MEN,MLN_PER,A,2018,1.296441,
LTU,POP,MEN,MLN_PER,A,2019,1.299972,
LTU,POP,MEN,MLN_PER,A,2020,1.30898,
LTU,POP,TOT,MLN_PER,A,1950,2.567407,
LTU,POP,TOT,MLN_PER,A,1951,2.569617,
LTU,POP,TOT,MLN_PER,A,1952,2.578051,
LTU,POP,TOT,MLN_PER,A,1953,2.591374,
LTU,POP,TOT,MLN_PER,A,1954,2.608525,
LTU,POP,TOT,MLN_PER,A,1955,2.628752,
LTU,POP,TOT,MLN_PER,A,1956,2.651634,
LTU,POP,TOT,MLN_PER,A,1957,2.677006,
LTU,POP,TOT,MLN_PER,A,1958,2.704988,
LTU,POP,TOT,MLN_PER,A,1959,2.735866,
LTU,POP,TOT,MLN_PER,A,1960,2.769879,
LTU,POP,TOT,MLN_PER,A,1961,2.806924,
LTU,POP,TOT,MLN_PER,A,1962,2.846393,
LTU,POP,TOT,MLN_PER,A,1963,2.887072,
LTU,POP,TOT,MLN_PER,A,1964,2.927385,
LTU,POP,TOT,MLN_PER,A,1965,2.966165,
LTU,POP,TOT,MLN_PER,A,1966,3.002792,
LTU,POP,TOT,MLN_PER,A,1967,3.037458,
LTU,POP,TOT,MLN_PER,A,1968,3.070698,
LTU,POP,TOT,MLN_PER,A,1969,3.103509,
LTU,POP,TOT,MLN_PER,A,1970,3.139689,
LTU,POP,TOT,MLN_PER,A,1971,3.179041,
LTU,POP,TOT,MLN_PER,A,1972,3.213622,
LTU,POP,TOT,MLN_PER,A,1973,3.244438,
LTU,POP,TOT,MLN_PER,A,1974,3.273894,
LTU,POP,TOT,MLN_PER,A,1975,3.301652,
LTU,POP,TOT,MLN_PER,A,1976,3.328664,
LTU,POP,TOT,MLN_PER,A,1977,3.355036,
LTU,POP,TOT,MLN_PER,A,1978,3.379514,
LTU,POP,TOT,MLN_PER,A,1979,3.397842,
LTU,POP,TOT,MLN_PER,A,1980,3.413202,
LTU,POP,TOT,MLN_PER,A,1981,3.432947,
LTU,POP,TOT,MLN_PER,A,1982,3.457179,
LTU,POP,TOT,MLN_PER,A,1983,3.485192,
LTU,POP,TOT,MLN_PER,A,1984,3.514205,
LTU,POP,TOT,MLN_PER,A,1985,3.544543,
LTU,POP,TOT,MLN_PER,A,1986,3.578914,
LTU,POP,TOT,MLN_PER,A,1987,3.616367,
LTU,POP,TOT,MLN_PER,A,1988,3.655049,
LTU,POP,TOT,MLN_PER,A,1989,3.684255,
LTU,POP,TOT,MLN_PER,A,1990,3.697838,
LTU,POP,TOT,MLN_PER,A,1991,3.704134,
LTU,POP,TOT,MLN_PER,A,1992,3.700114,
LTU,POP,TOT,MLN_PER,A,1993,3.682613,
LTU,POP,TOT,MLN_PER,A,1994,3.657144,
LTU,POP,TOT,MLN_PER,A,1995,3.629102,
LTU,POP,TOT,MLN_PER,A,1996,3.601613,
LTU,POP,TOT,MLN_PER,A,1997,3.575137,
LTU,POP,TOT,MLN_PER,A,1998,3.549331,
LTU,POP,TOT,MLN_PER,A,1999,3.524237,
LTU,POP,TOT,MLN_PER,A,2000,3.499534,
LTU,POP,TOT,MLN_PER,A,2001,3.470817,
LTU,POP,TOT,MLN_PER,A,2002,3.443066,
LTU,POP,TOT,MLN_PER,A,2003,3.415209,
LTU,POP,TOT,MLN_PER,A,2004,3.377073,
LTU,POP,TOT,MLN_PER,A,2005,3.322525,
LTU,POP,TOT,MLN_PER,A,2006,3.269903,
LTU,POP,TOT,MLN_PER,A,2007,3.231297,
LTU,POP,TOT,MLN_PER,A,2008,3.198234,
LTU,POP,TOT,MLN_PER,A,2009,3.162911,
LTU,POP,TOT,MLN_PER,A,2010,3.097292,
LTU,POP,TOT,MLN_PER,A,2011,3.028119,
LTU,POP,TOT,MLN_PER,A,2012,2.987773,
LTU,POP,TOT,MLN_PER,A,2013,2.957689,
LTU,POP,TOT,MLN_PER,A,2014,2.932366,
LTU,POP,TOT,MLN_PER,A,2015,2.904908,
LTU,POP,TOT,MLN_PER,A,2016,2.868234,
LTU,POP,TOT,MLN_PER,A,2017,2.828398,
LTU,POP,TOT,MLN_PER,A,2018,2.801541,
LTU,POP,TOT,MLN_PER,A,2019,2.794135,
LTU,POP,TOT,MLN_PER,A,2020,2.79489,
LTU,POP,WOMEN,MLN_PER,A,1950,1409.412,
LTU,POP,WOMEN,MLN_PER,A,1951,1407.669,
LTU,POP,WOMEN,MLN_PER,A,1952,1409.356,
LTU,POP,WOMEN,MLN_PER,A,1953,1413.807,
LTU,POP,WOMEN,MLN_PER,A,1954,1420.454,
LTU,POP,WOMEN,MLN_PER,A,1955,1428.897,
LTU,POP,WOMEN,MLN_PER,A,1956,1438.877,
LTU,POP,WOMEN,MLN_PER,A,1957,1450.249,
LTU,POP,WOMEN,MLN_PER,A,1958,1463.008,
LTU,POP,WOMEN,MLN_PER,A,1959,1477.226,
LTU,POP,WOMEN,MLN_PER,A,1960,1492.972,
LTU,POP,WOMEN,MLN_PER,A,1961,1510.148,
LTU,POP,WOMEN,MLN_PER,A,1962,1528.461,
LTU,POP,WOMEN,MLN_PER,A,1963,1547.362,
LTU,POP,WOMEN,MLN_PER,A,1964,1566.143,
LTU,POP,WOMEN,MLN_PER,A,1965,1584.279,
LTU,POP,WOMEN,MLN_PER,A,1966,1601.474,
LTU,POP,WOMEN,MLN_PER,A,1967,1617.81,
LTU,POP,WOMEN,MLN_PER,A,1968,1633.574,
LTU,POP,WOMEN,MLN_PER,A,1969,1649.285,
LTU,POP,WOMEN,MLN_PER,A,1970,1666.364,
LTU,POP,WOMEN,MLN_PER,A,1971,1685.693,
LTU,POP,WOMEN,MLN_PER,A,1972,1702.696,
LTU,POP,WOMEN,MLN_PER,A,1973,1717.947,
LTU,POP,WOMEN,MLN_PER,A,1974,1732.626,
LTU,POP,WOMEN,MLN_PER,A,1975,1746.578,
LTU,POP,WOMEN,MLN_PER,A,1976,1760.101,
LTU,POP,WOMEN,MLN_PER,A,1977,1773.309,
LTU,POP,WOMEN,MLN_PER,A,1978,1785.812,
LTU,POP,WOMEN,MLN_PER,A,1979,1796.99,
LTU,POP,WOMEN,MLN_PER,A,1980,1806.942,
LTU,POP,WOMEN,MLN_PER,A,1981,1817.608,
LTU,POP,WOMEN,MLN_PER,A,1982,1830.343,
LTU,POP,WOMEN,MLN_PER,A,1983,1844.956,
LTU,POP,WOMEN,MLN_PER,A,1984,1859.577,
LTU,POP,WOMEN,MLN_PER,A,1985,1874.524,
LTU,POP,WOMEN,MLN_PER,A,1986,1891.407,
LTU,POP,WOMEN,MLN_PER,A,1987,1908.924,
LTU,POP,WOMEN,MLN_PER,A,1988,1926.632,
LTU,POP,WOMEN,MLN_PER,A,1989,1941.042,
LTU,POP,WOMEN,MLN_PER,A,1990,1948.614,
LTU,POP,WOMEN,MLN_PER,A,1991,1952.265,
LTU,POP,WOMEN,MLN_PER,A,1992,1950.731,
LTU,POP,WOMEN,MLN_PER,A,1993,1942.924,
LTU,POP,WOMEN,MLN_PER,A,1994,1931.854,
LTU,POP,WOMEN,MLN_PER,A,1995,1919.715,
LTU,POP,WOMEN,MLN_PER,A,1996,1907.91,
LTU,POP,WOMEN,MLN_PER,A,1997,1896.39,
LTU,POP,WOMEN,MLN_PER,A,1998,1884.724,
LTU,POP,WOMEN,MLN_PER,A,1999,1873.307,
LTU,POP,WOMEN,MLN_PER,A,2000,1861.923,
LTU,POP,WOMEN,MLN_PER,A,2001,1848.577,
LTU,POP,WOMEN,MLN_PER,A,2002,1835.741,
LTU,POP,WOMEN,MLN_PER,A,2003,1822.65,
LTU,POP,WOMEN,MLN_PER,A,2004,1803.933,
LTU,POP,WOMEN,MLN_PER,A,2005,1777.162,
LTU,POP,WOMEN,MLN_PER,A,2006,1752.278,
LTU,POP,WOMEN,MLN_PER,A,2007,1734.189,
LTU,POP,WOMEN,MLN_PER,A,2008,1717.847,
LTU,POP,WOMEN,MLN_PER,A,2009,1701.137,
LTU,POP,WOMEN,MLN_PER,A,2010,1668.576,
LTU,POP,WOMEN,MLN_PER,A,2011,1632.752,
LTU,POP,WOMEN,MLN_PER,A,2012,1611.569,
LTU,POP,WOMEN,MLN_PER,A,2013,1595.245,
LTU,POP,WOMEN,MLN_PER,A,2014,1581.239,
LTU,POP,WOMEN,MLN_PER,A,2015,1566.979,
LTU,POP,WOMEN,MLN_PER,A,2016,1547.336,
LTU,POP,WOMEN,MLN_PER,A,2017,1523.662,
LTU,POP,WOMEN,MLN_PER,A,2018,1505.1,
LTU,POP,WOMEN,MLN_PER,A,2019,1494.163,
LTU,POP,WOMEN,MLN_PER,A,2020,1485.91,
